province,district,address,latitude,longitude
Trà Vinh,huyện Duyên Hải,"Điện máy Xanh Ấp Rọ Say, xã Ngũ Lạc",9.608065,106.44068
Trà Vinh,H.Càng Long,"Điện máy Xanh Số 315-317, Quốc lộ 53, Khóm 5, TT.Càng Long",9.998735,106.20553
Trà Vinh,TX. Duyên Hải,"Điện máy Xanh Số 96-98, đường 2/9, khóm 1, P. 01",9.633841,106.49317
Trà Vinh,huyện Tiểu Cần,"Điện máy Xanh Khóm 1, thị trấn Cầu Quan",9.772369,106.130582
Trà Vinh,H. Càng Long,"Điện máy Xanh 41 Quốc lộ 53, ấp Nguyệt Lãng B, xã Bình Phú",9.959583,106.24356
Trà Vinh,huyện Cầu Ngang,"Điện máy Xanh Khóm 02, thị trấn Mỹ Long",9.8084,106.506586
Trà Vinh,H. Tiểu Cần,"Điện máy Xanh Số 03, quốc lộ 60, khóm 4, TT. Tiểu Cần",9.81428,106.19053
Trà Vinh,Huyện Trà Cú ,"Điện máy Xanh 186 Đường 3/2, Thị Trấn Trà Cú ",9.691318,106.25994
Trà Vinh,huyện Trà Cú,"Điện máy Xanh Ấp Trà Kha, xã Đại An",9.700615,106.259288
Trà Vinh,Tỉnh Trà Vinh,"Điện máy Xanh Số 249, Quốc Lộ 53, Khóm 1, Phường 2, Thị Xã Duyên Hải",9.686584,106.509865
Trà Vinh,Tp. Trà Vinh,"Điện máy Xanh 181 Võ Nguyên Giáp, khóm 6, P.8",9.914128,106.31425
Trà Vinh,Huyện Châu Thành,"Điện máy Xanh Khóm 02, Thị Trấn Châu Thành",9.871831,106.347378
Trà Vinh,H. Càng Long,"Điện máy Xanh Tỉnh lộ 911, ấp Tân An Chợ, X. Tân An",9.910647,106.15191
Trà Vinh,Huyện Cầu Kè,"Điện máy Xanh Khóm 5, Thị trấn Cầu Kè",9.869286,106.056224
Trà Vinh,huyện Duyên Hải,"Điện máy Xanh Khóm 06, thị trần Long Thành",9.606919,106.439701
Trà Vinh,H. Cầu Ngang,"Điện máy Xanh 177-196 Đường 3 tháng 2, khóm Mỹ Cẩm A, TT. Cầu Ngang",9.799264,106.45178
Trà Vinh,Huyện Trà Cú,"Điện máy Xanh Ấp Chợ Dưới, Xã Phước Hưng",9.759422,106.308923
Trà Vinh,Thành Phố Trà Vinh,"Điện máy Xanh 21 Điện Biên Phủ, Khóm 4, Phường 6",9.924263,106.34107
Trà Vinh,huyện Cầu Ngang,"Điện máy Xanh Ấp Chà Và, xã Vinh Kim",9.852588,106.444003
Trà Vinh,huyện Duyên Hải,"Điện máy Xanh Ấp La Bang Chợ, xã Đôn Châu",9.656472,106.380306
Trà Vinh,Xã Long Đức. Thành phố Trà Vinh,Điện máy Xanh Ấp Sa Bình,9.958729,106.339857
Trà Vinh,H. Tiểu Cần,"Khóm 2, TT. Tiểu Cần",9.811196,106.18931
Trà Vinh,TP Trà Vinh,"20 Hùng Vương, Phường 4",9.937137,106.34342
Trà Vinh,TX. Duyên Hải,"Số 127 Đường 19/5, Khóm 1, Phường 1",9.635317,106.4945119
Trà Vinh,H.Cầu Ngang,"Số 269, đường 3/2, khóm Minh Thuận B, TT. Cầu Ngang",9.7963451,106.45174
Trà Vinh,H. Càng Long,"Số 248 – 250 – 252, QL. 53, Khóm 3, TT. Càng Long",9.997245,106.205285
Trà Vinh,TP.Trà Vinh,"474B Nguyễn Đáng, Khóm 3, P.6",9.923439,106.34013
Trà Vinh,H. Trà Cú,"Số 283, đường 3/2, TT. Trà Cú",9.688557,106.26018
Trà Vinh,TP. Trà Vinh,"121D-123 Phạm Ngũ Lão, khóm 3, P. 01",9.944214,106.33964
Trà Vinh,Huyện Cầu Kè,"Số 209, Đường 30/4, Khóm 5, Thị Trấn Cầu Kè",9.8713071,106.05624
Trà Vinh,TP. Trà Vinh,"62 Điện Biên Phủ, khóm 3, P. 02",9.932574,106.34121
Sơn La,TP. Sơn La,"Điện máy Xanh 435 - 437 Chu Văn Thịnh, Tổ 11, P. Chiềng Lề",21.337916,103.91006
Sơn La,H. Mường La,"Điện máy Xanh Số 473, đường Tô Hiệu, TT. Ít Ong",21.518103,104.02553
Sơn La,Huyện Thuận Châu,"Điện máy Xanh Tiểu khu 7, Thị Trấn Thuận Châu",21.4352097,103.6922156
Sơn La,huyện Bắc Yên,Điện máy Xanh Thị trấn Bắc Yên,21.246145,104.432831
Sơn La,huyện Sông Mã,"Điện máy Xanh Tổ dân phố 10, thị trấn Sông Mã",21.051223,103.74989
Sơn La,Thành phố Sơn La,"Điện máy Xanh 335 Trần Đăng Ninh, Phường Quyết Tâm",21.306968,103.92713
Sơn La,Huyện Quỳnh Nhai,"Điện máy Xanh Xóm 5, Xã Mường Giàng",21.6492311,103.6287992
Sơn La,Tỉnh Sơn La,"Điện máy Xanh Tiểu khu 8, Thị Trấn Mộc Châu, Huyện Mộc Châu",20.840656,104.640375
Sơn La,huyện Mường La,"Điện máy Xanh Bản Giàn , xã Mường Bú",21.413212,104.012471
Sơn La,H. Mộc Châu,"Điện máy Xanh 54 Lê Thanh Nghị, tiểu khu 40, TT. Nông Trường",20.837851,104.67832
Sơn La,H. Mai Sơn,"Điện máy Xanh 91, Tiểu khu 19, TT. Hát Lót",21.196705,104.10677
Sơn La,Thành phố Sơn La,Điện máy Xanh Phường Chiềng Sinh,21.2648708,103.9799999
Sơn La,H. Thuận Châu,"Điện máy Xanh Tiểu Khu 6, X. Tông Lạnh",21.425536,103.75984
Sơn La,huyện Sông Mã,"Điện máy Xanh Bản Tân Lập, xã Chiềng Khương",20.924028,103.962639
Sơn La,huyện Yên Châu,Điện máy Xanh Xã Phiêng Khoài,20.9575,104.307806
Sơn La,H. Phù Yên,"Điện máy Xanh Khối 4, TT. Phù Yên",21.262544,104.64451
Sơn La,Huyện Yên Châu,"Điện máy Xanh Số Nhà 20 - 24,Tiểu khu 2, Thị trấn Yên Châu",21.046433,104.2994
Sơn La,H. Mai Sơn,"Điện máy Xanh Ngã 3 Cò Nòi, tiểu khu 2, X. Cò Nòi",21.129522,104.16099
Sơn La,huyện Mộc Châu,Điện máy Xanh Xã Chiềng Sơn,20.755833,104.603111
Sơn La,huyện Phù Yên,"Điện máy Xanh Bản Tân Ba, xã Gia Phù",21.263168,104.643261
Sơn La,H.Mộc Châu,"Tiểu khu 40, Thị trấn NT Mộc Châu",20.837403,104.68188
Sơn La,TP.Sơn La,"Số 1 Lò Văn Giá, P.Chiềng Lề",21.3425121,103.9089704
Sơn La,H. Thuận Châu,"Ngã 3 Chiềng Pấc, tiểu khu 4, X. Tông Lạnh",21.426347,103.75994
Sơn La,TX. Sơn La,"Số 355, Đường Lê Duẩn, Tổ 2, P. Chiềng Sinh",21.294,103.95504
Sơn La,H. Mộc Châu,"Số 2 Trần Huy Liệu, tiểu khu 7, TT. Mộc Châu",20.846569,104.64112
Sơn La,P. Quyết Thắng,Tổ 4,21.341013,103.90729
Sơn La,H. Sông Mã,Thị trấn Sông Mã,21.050639,103.751761
Sơn La,Tỉnh Sơn La,"Số 1, đường Trần Đăng Ninh, Phường Quyết Thắng, Thành phố Sơn La",21.32017,103.921722
Sơn La,H. Thuận Châu,"Tiểu khu 4, TT. Thuận Châu",21.435579,103.68945
Sóc Trăng,Huyện Cù Lao Dung,"Điện máy Xanh Ấp An Nghiệp, Xã An Thạnh 3",9.664572,106.151406
Sóc Trăng,huyện mỹ xuyên,"Điện máy Xanh Thửa đất số 839, tờ bản đồ số 10, ấp dương kiển, xã hòa tú 2",9.375337,105.890425
Sóc Trăng,huyện Kế Sách,"Điện máy Xanh Ấp An Thành, thị trấn Kế Sách",9.766682,105.983862
Sóc Trăng,thị xã Ngã Năm,"Điện máy Xanh Ấp Mỹ Thành, xã Mỹ Quới",9.467316,105.571251
Sóc Trăng,H. Thạnh Trị,"Điện máy Xanh 279 QL 1A, Ấp 1, TT. Phú Lộc",9.428924,105.74326
Sóc Trăng,TX. Vĩnh Châu,"Điện máy Xanh Khóm 2, P.01",9.331318,105.97941
Sóc Trăng,H. Mỹ Xuyên,"Điện máy Xanh Ấp khu 1, X. Thạnh Phú",9.4987901,105.84833
Sóc Trăng,Huyện Mỹ Xuyên,"Điện máy Xanh Ấp Hòa Khánh, Xã Thạnh Quới",9.4573964,105.7993873
Sóc Trăng,huyện Long phú,"Điện máy Xanh Ấp Saintard , xã Tân Thạnh",9.6229592,106.0389467
Sóc Trăng,huyện Mỹ Xuyên,"Điện máy Xanh Thửa đất 120, 121, 561, tờ bản đồ số 9, ấp cổ cò, xã Ngọc Tố",9.558065,105.990285
Sóc Trăng,huyện Kế Sách,"Điện máy Xanh Ấp Nam Hải, xã Đại Hải",9.751675,105.864522
Sóc Trăng,Huyện Kế Sách,"Điện máy Xanh Ấp Mang Cá, Xã Đại Hải",9.798987,105.856373
Sóc Trăng,H. Cù Lao Dung,"Điện máy Xanh 86 Đoàn Thế Trung, Ấp Chợ, TT. Cù Lao Dung",9.6691,106.15458
Sóc Trăng,huyện Long phú,"Điện máy Xanh Ấp Saintard , xã Tân Thạnh",9.6229592,106.0389467
Sóc Trăng,huyện Mỹ Xuyên,"Điện máy Xanh Thửa đất 120, 121, 561, tờ bản đồ số 9, ấp cổ cò, xã Ngọc Tố",9.558065,105.990285
Sóc Trăng,Huyện Trần Đề,"Điện máy Xanh Ấp Chợ, Xã Đại Ân 2",9.549129,106.167506
Sóc Trăng,H. Long Phú,"Điện máy Xanh Ấp 4, TT. Long Phú",9.607783,106.12547
Sóc Trăng,Huyện Mỹ Tú,"Điện máy Xanh Ấp Cầu Đồn, Tt.Huỳnh Hữu Nghĩa",9.635571,105.815474
Sóc Trăng,Huyện Trần Đề,"Điện máy Xanh Ấp Giồng Giữa, Thị Trấn Lịch Hội Thượng",9.478341,106.147158
Sóc Trăng,Thị xã Ngã Năm,"Điện máy Xanh Ấp Long Thạnh, Xã Tân Long",9.524243,105.671434
Sóc Trăng,thị xã Ngã Năm,"Điện máy Xanh Khóm 1, phường 2",9.62036,105.658325
Sóc Trăng,thị xã Ngã Năm,"Điện máy Xanh Khóm 1, phường 1",9.560795,105.600216
Sóc Trăng,H. Châu Thành,"Điện máy Xanh Số nhà 77, ấp Xây Đá, TT. Châu Thành",9.707164,105.89686
Sóc Trăng,Phường 6,"Điện máy Xanh 99 Hùng Vương, Khóm 1",9.616531,105.96577
Sóc Trăng,Huyện Trần Đề,"Điện máy Xanh Thửa đất số 157, tờ bản đồ 16, ấp Đầu Giồng, Thị Trấn Trần Đề",9.519101,106.19291
Sóc Trăng,H. Mỹ Xuyên,"Điện máy Xanh Ấp Chợ Cũ, TT. Mỹ Xuyên",9.564444,105.98008
Sóc Trăng,huyện Thạnh Trị,"Điện máy Xanh Ấp 15, xã Vĩnh Lợi",9.450801,105.630348
Sóc Trăng,Huyện Châu Thành,"Điện máy Xanh Ấp Châu Thành, Xã An Ninh",9.600902,105.910822
Sóc Trăng,Huyện Kế Sách,"Điện máy Xanh Ấp Ninh Thới, Xã Thới An Hội",9.838113,105.956495
Sóc Trăng,thị xã Vĩnh Châu,"Điện máy Xanh Ấp Ca Lạc, xã Lạc Hòa",9.360416,106.072318
Sóc Trăng,Huyện Kế Sách,"Điện máy Xanh Ấp An Ninh, TT An Lạc Thôn",9.927646,105.894751
Sóc Trăng,H.Mỹ Xuyên,"01 Tỉnh Lộ 8, ấp Thạnh Lợi, TT.Mỹ Xuyên",9.559691,105.99042
Sóc Trăng,TP. Sóc Trăng,"Số 267-269, đường Lê Hồng Phong, khóm 4, P. 3",9.593075,105.9745
Sóc Trăng,H. Kế Sách,"Ấp An Định, đường Phan Văn Hùng, TT. Kế Sách",9.769862,105.98341
Sóc Trăng,TP.Sóc Trăng,"13-15A Hùng Vương, P.06",9.610815,105.9701
Sóc Trăng,H. Long Phú,"Ấp Ngãi Hội, TT. Đại Ngãi",9.731792,106.06975
Sóc Trăng,TX.Vĩnh Châu,"53-54, Nguyễn Huệ, P.01",9.323949,105.98029
Sóc Trăng,TP. Sóc Trăng,"Số 2 Trần Hưng Đạo, P. 2",9.602066,105.97356
Sóc Trăng,thị xã Ngã Năm,"Đường Mai Thanh Thế, khóm 1",9.564027,105.59711
Sóc Trăng,Phường 01,50 - 52 Đường Hai Bà Trưng,9.603934,105.97446
Ninh Thuận,TP.Phan Rang - Tháp Chàm,"Điện máy Xanh 119 đường 21/8, khu 9, P.Phước Mỹ",11.574361,108.98244
Ninh Thuận,huyện Thuận Bắc,"Điện máy Xanh Thôn Ấn Đạt, xã Lợi Hải",11.717315,109.061698
Ninh Thuận,huyện Ninh Phước,"Điện máy Xanh Thôn Ninh Quý, xã Phước Sơn",11.525722,108.929336
Quảng Ninh,Tỉnh Quảng Ninh,"Điện máy Xanh Khu 4, Phường Vàng Danh, Thành phố Uông Bí",21.0983277,106.7968847
Ninh Thuận,Huyện Ninh Phước,"Điện máy Xanh Thôn Hiếu Lễ, Xã Phước Hậu",11.577938,108.92477
Ninh Thuận,Huyện Thuận Nam,Điện máy Xanh Khu quy hoạch cảng cá Cà Ná mở rộng,11.343303,108.8889
Ninh Thuận,Huyện Ninh Hải,"Điện máy Xanh Thôn Lương Cách, Xã Hộ Hải",11.62942,108.995934
Ninh Thuận,huyện Ninh Hải,"Điện máy Xanh Thôn Mỹ Tường 2, xã Nhơn Hải",11.582492,109.116129
Ninh Thuận,TP.Phan Rang - Tháp Chàm,"Điện máy Xanh Số 671 đường 21/8, P.Bảo An",11.592951,108.95462
Ninh Thuận,phường Đông Hải,Điện máy Xanh Khu phố 03,11.548804,109.023533
Ninh Thuận,H. Ninh Sơn,"Điện máy Xanh Quốc lộ 27, Thôn Hạnh Trí 1, X. Quảng Sơn",11.746018,108.79212
Ninh Thuận,H. Ninh Phước ,"Điện máy Xanh 117 QL1A , Khu Phố 5 , TT. Phước Dân ",11.524585,108.92611
Ninh Thuận,H. Ninh Hải ,"Điện máy Xanh 137-143 Đường Yên Ninh , KP. Khánh Chữ 1 , TT. Khánh Hải ",11.597249,109.0365
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,"Điện máy Xanh 279 Ngô Gia Tự, Khu phố 5, Phường Tấn Tài",11.562753,108.99518
Ninh Thuận,H. Ninh Phước,"Số 84 QL 1A, TT. Phước Dân",11.524232,108.92749
Quảng Ninh,Tỉnh Quảng Ninh,"Điện máy Xanh Tổ 112, Khu 8B, Phường Cẩm Phú, Thành phố Cẩm Phả",21.009484,107.273044
Quảng Ninh,Tp.Cẩm Phả,"Điện máy Xanh Tổ 57 Khu 5, P.Cửa Ông",21.030591,107.36506
Quảng Ninh,Quảng Ninh (Cách Ngã Tư Ao Cá 200m,"Điện máy Xanh Số 84, khu B QH khu định cư Đông Ga Hạ Long, P. Giếng Đáy, Tp. Hạ Long",20.974191,107.017809
Quảng Ninh,H. Đầm Hà,"Điện máy Xanh Phố Trần Phú, TT. Đầm Hà",21.354874,107.58688
Quảng Ninh,thành phố Hạ Long,"Điện máy Xanh Số 155 Nguyễn Văn Cừ, Phường Hồng Hà",20.941445,107.121304
Quảng Ninh,Tỉnh Quảng Ninh,"Điện máy Xanh Số 246-248, Khu Dân Cư Tự Xây Khu 10, Thị Trấn Trới, Huyện Hoành Bồ",21.020981,106.988773
Quảng Ninh,thị xã Quảng Yên,"Điện máy Xanh QH điều chỉnh lần 2 khu dân cư xóm Cửa Tràng, Bắc Cầu Chợ Rộc, xã Tiền An",20.93805,106.82937
Quảng Ninh,thị xã Uông Bí,"Điện máy Xanh Thửa đất số 47, tờ bản đồ số 17, thôn Bí Trung, xã Phương Đông",21.039888,106.726011
Quảng Ninh,TP. Cẩm Phả,"Điện máy Xanh Khu 5, P. Mông Dương",21.065952,107.32459
Quảng Ninh,TP. Cẩm Phả,"Điện máy Xanh Số 38 Trần Phú, P. Cẩm Tây",21.010577,107.28763
Quảng Ninh,T. Quảng Ninh (Siêu thị Hạ Trang cũ,"Điện máy Xanh 393 Trần Phú, P. Cao Xanh, TP. Hạ Long",20.971139,107.08188
Quảng Ninh,TX. Quảng Yên,"Điện máy Xanh KP. 4, P. Yên Giang",20.940249,106.79409
Quảng Ninh,thị xã Quảng Yên,"Điện máy Xanh Khu phố Đường Ngang, phường Minh Thành",21.005543,106.85725
Quảng Ninh,H. Tiên Yên,"Điện máy Xanh QL 18, Phố Long Thành,TT. Tiên Yên",21.33105,107.39713
Ninh Thuận,H. Ninh Sơn,"Số 434 đường Lê Duẩn, khu phố 3, TT. Tân Sơn",11.778186,108.78176
Ninh Thuận,TP. Phan Rang – Tháp Chàm,Phường Bảo An,11.5941,108.9506605
Ninh Thuận,Ninh Hải,"150 Yên Ninh, KP. Khánh Sơn 1, TT. Khánh Hải",11.5951389,109.0344282
Ninh Thuận,TP. Phan Rang - Tháp Chàm,"312 - 312A Thống Nhất, P. Phủ Hà",11.5709472,108.9914024
Ninh Thuận,TP. Phan Rang - Tháp Chàm ,"492 Thống Nhất , P. Mỹ Hương ",11.561973,108.98996
Quảng Ninh,Việt Nam. (Đối diện chợ Đức Dương,"Điện máy Xanh Phố Hoàng Hoa Thám, Thị Trấn Quảng Hà, Huyện Hải Hà, Tỉnh Quảng Ninh",21.450683,107.750463
Quảng Ninh,TP.Uông Bí,"Điện máy Xanh Đường Trần Nhân Tông, Tổ 7, Khu 1, P.Yên Thanh",21.033755,106.75742
Quảng Ninh,thị xã Đông Triều,"Điện máy Xanh Khu Vĩnh Tuy 1, phường Mạo Khê",21.053961,106.60723
Quảng Ninh,TP. Uông Bí,"Điện máy Xanh Tổ 5, khu Nam Tân, P. Nam Khê",21.023403,106.80937
Quảng Ninh,TX. Quảng Yên,"Điện máy Xanh Khu 7, P. Nam Hoà",20.930258,106.79692
Quảng Ninh,tỉnh Quảng Ninh (Gốc cây khế,"Điện máy Xanh 396 Vũ Văn Hiếu, Phường Hà Tu, thành phố Hạ Long",20.955803,107.14968
Quảng Ninh,H. Bình Liêu,"Điện máy Xanh Khu dân cư quy hoạch, thị trấn Bình Liêu",21.525249,107.399381
Quảng Ninh,TP. Cẩm Phả,"Điện máy Xanh Tổ 5, khu Hòa Lạc, P. Cẩm Bình",21.004416,107.28103
Quảng Ninh,T. Quảng Ninh (Đối diện Cây xăng cũ,"Điện máy Xanh Thôn Đông Sơn, X. Đông Xá, H. Vân Đồn",21.063673,107.41335
Quảng Ninh,TP. Hạ Long,"Điện máy Xanh Tòa nhà VNPT, số 1 đường 25/4, P. Bạch Đằng",20.952361,107.0848
Quảng Ninh,thành phố Cẩm Phả,"Điện máy Xanh Khu 4, phường Quang Hanh",21.0050784,107.21962
Quảng Ninh,Tỉnh Quảng Ninh,"Điện máy Xanh Khu phố 5, Phường Phong Cốc, Thị xã Quảng Yên",20.941885,106.804309
Quảng Ninh,TP. Móng Cái,"Điện máy Xanh Số 178B Hùng Vương, P. Ka Long",21.53156,107.95625
Quảng Ninh,TP. Hạ Long,"Số 230-268-269, Tổ 76, Khu 7, P. Hà Khẩu",20.980681,106.99943
Quảng Ninh,TP.Cẩm Phả,"Số 209 Đường Trần Phú, P.Cẩm Tây",21.012071,107.28415
Quảng Ninh,TP.Cẩm Phả,"617 Trần Phú, Tổ 65, P.Cẩm Thủy",21.009814,107.267669
Quảng Ninh,Tp. Móng Cái,"Khu Bắc Ka Long, P. Ninh Dương",21.534673,107.95148
Quảng Ninh,H. Hải Hà,"Số 2, phố Chu Văn An, TT. Quảng Hà",21.452612,107.75364
Quảng Ninh,H.Đông Triều,"Khu Vĩnh Thông,TT.Mạo Khê",21.056663,106.59815
Quảng Ninh,TX.Quảng Yên,"Số 13-15 phố Lê Lợi, P.Quảng Yên",20.938574,106.8016
Quảng Ninh,TP.Móng Cái,"Số 1, Đường Trần Phú, P.Trần Phú",21.532592,107.97197
Quảng Ninh,TP. Cẩm Phả,"Tổ 3, P. Cẩm Thạch",21.010105,107.25206
Quảng Ninh,TP. Cẩm Phả,"Tổ 109, khu 8B, P. Cẩm Phú",21.009908,107.33645
Quảng Ninh,TP.Uông Bí,"Số 487 Quang Trung, P.Quang Trung",21.034519,106.769852
Quảng Ninh,thành phố Cẩm Phả,"Tổ 2, Khu 5B, phường Cẩm Trung",21.004704,107.26918
Quảng Ninh,T. Quảng Ninh (ngã 3 Cầu Trắng,"Quốc lộ 18, tổ 4, khu 7, P. Hồng Hà, TP. Hạ Long",20.951146,107.13408
Quảng Ninh,huyện Vân Đồn,"Số 92, tổ 1, khu 4, thị trấn Cái Rồng",21.069344,107.41982
Quảng Ninh,TP.Hạ Long,"120 - 122 - 124 Đường Kênh Liêm, P.Cao Thắng",20.958848,107.09131
Quảng Ninh,TP. Cẩm Phả ,"Tổ 6, khu 2, P. Quang Hanh",21.008627,107.2358
Quảng Ninh,H. Hoành Bồ,"Số 62-63, TT. Trới",21.02227,106.98795
Quảng Ninh,TP. Hạ Long,"527 Hạ Long, P. Bãi Cháy",20.958407,107.02223
Quảng Ninh,Tỉnh Quảng Ninh,"Số nhà 500, Đường Quốc Lộ 18, Tổ 9, Khu 6, Phường Giếng Đáy, Thành phố Hạ Long",20.973285,107.015906
Phú Yên,Thành phố Tuy Hòa,"Điện máy Xanh Số 222 Hùng Vương, Phường 7",13.09327,109.3135
Phú Yên,thị xã Sông Cầu,"Điện máy Xanh Thôn Chánh Lộc, xã Xuân Lộc",13.5806328,109.1993584
Phú Yên,Huyện Đồng Xuân,"Điện máy Xanh Số 77 Lê Lợi, Khu phố Long Châu, Thị Trấn La Hai",13.378833,109.10484
Phú Yên,H.Sơn Hòa,"Điện máy Xanh 182 Trần Phú, TX. Củng Sơn",13.04777,108.97403
Phú Yên,Huyện Sơn Hoà,"Điện máy Xanh Thôn Ngân Điền, Xã Sơn Hà",13.061621,109.03435
Phú Yên,TP. Tuy Hòa,"Điện máy Xanh 34A Lê Lợi, P. 1",13.086817,109.30093
Phú Yên,huyện Tây Hoà,"Điện máy Xanh Thôn Mỹ Hạnh Trung 1, xã Hoà Phong",12.987465,109.095162
Phú Yên,huyện Đồng Xuân,"Điện máy Xanh Thôn Lãnh Vân, xã Xuân Lãnh",13.379515,109.104234
Phú Yên,H. Sông Hinh,"Điện máy Xanh Khóm 2, TT. Hai Riêng",12.98168,108.89093
Phú Yên,H. Tuy An,"Điện máy Xanh Ql 1 A, Kp. Trường Xuân, TT. Chí Thạnh",13.313056,109.21691
Phú Yên,Thị xã Đông Hoà,"Điện máy Xanh Đường 29, Khu Phố Phú Hiệp 2, Phường Hoà Hiệp Trung",12.996276,109.363682
Phú Yên,huyện Tây Hoà,"Điện máy Xanh Thôn Bình Thắng, xã Sơn Thành Đông",13.084321,109.299749
Phú Yên,Tỉnh Phú Yên,"Điện máy Xanh Thôn Chính Nghĩa, Xã An Phú, TP Tuy Hòa",13.1698756,109.2893523
Phú Yên,huyện Tây Hoà,Điện máy Xanh Thị trấn Phú Thứ,12.987465,109.095162
Phú Yên,huyện Tuy An,"Điện máy Xanh Thửa đất số 568 tờ bản đồ số 14, thôn Xuân Phu, xã An Ninh Tây",13.3410908,109.2537811
Phú Yên,huyện Sông Hinh,"Điện máy Xanh Thôn Tân Yên, xã Ealy",12.979622,108.768677
Phú Yên,TX.Sông Cầu,"Điện máy Xanh Số 171 Phạm Văn Đồng, P. Xuân Phú",13.456149,109.22148
Phú Yên,tỉnh Phú Yên,"Điện máy Xanh Thôn Phong Niên, Xã Hoà Thắng, Huyện Phú Hoà",13.055882,109.258226
Phú Yên,TP.Tuy Hòa,"244 B Trần Hưng Đạo, P.4",13.0878176,109.3117708
Phú Yên,H.Tuy An,"501 Quốc Lộ 1A, Thôn Chí Thạnh, TT. Chí Thạnh",13.307101,109.21575
Phú Yên,TP. Tuy Hòa,"Số 193 Nguyễn Huệ, Phường 5",13.091454,109.30536
Phú Yên,TP. Tuy Hòa,"201A Trần Hưng Đạo, P. 04",13.086284,109.307
Phú Yên,H. Đông Hòa,"Quốc Lộ 1A, thôn Thạch Chẩm, X. Hòa Xuân Tây",12.973542,109.33744
Phú Yên,TP. Tuy Hòa,"Số 294 Nguyễn Văn Linh, P. Phú Lâm",13.047695,109.31069
Ninh Bình,H. Yên Khánh,"Điện máy Xanh Phố 2, TT. Yên Ninh",20.182306,106.06358
Ninh Bình,H. Kim Sơn,"Điện máy Xanh Phố Thượng Kiệm, TT. Phát Diệm",20.091151,106.08558
Ninh Bình,H. Nho Quan,"Điện máy Xanh Phố Bái, TT. Nho Quan",20.323225,105.75087
Ninh Bình,H. Gia Viễn,"Điện máy Xanh Khu phố mới, Tỉnh lộ 477, TT. Me",20.347621,105.83296
Ninh Bình,TP Tam Điệp,"Điện máy Xanh Số 309 Quang Trung, Phường Trung Sơn",20.154589,105.91452
Ninh Bình,Thành Phố Ninh Bình,"Điện máy Xanh Số 2 Trần Hưng Đạo, Phố Phúc Trọng, Phường Phúc Thành",20.250399,105.97427
Ninh Bình,H. Yên Mô,"Điện máy Xanh Khu Trung Yên, TT. Yên Thịnh",20.161854,106.00562
Ninh Bình,Huyện Nho quan,"Điện máy Xanh Thôn Anh Trỗi, Xã Quỳnh Lưu",20.22299,105.84354
Ninh Bình,TP. Ninh Bình,"Điện máy Xanh Số 01 Lê Hồng Phong, P. Vân Giang",20.25686,105.97203
Quảng Nam,H. Núi Thành,"Điện máy Xanh 750 Phạm Văn Đồng, khối 4, TT. Núi Thành",15.426782,108.6643
Quảng Nam,Bắc Trà My,"Điện máy Xanh 59 Hùng Vương, Trà My",15.336753,108.21492
Quảng Nam,Huyện Phước Sơn,"Điện máy Xanh Khối 6, Thị Trấn Khâm Đức",15.444151,107.797099
Quảng Nam,huyện Đông Giang,"Điện máy Xanh Thôn Ngã Ba, Thị Trấn PRao",15.924666,107.649618
Quảng Nam,Tỉnh Quảng Nam,"Điện máy Xanh Thôn Phước Đức, Xã Quế Châu, Huyện Quế Sơn ",15.67233,108.221194
Quảng Nam,huyện Tiên Phước,Điện máy Xanh Xã Tiên Thọ,15.490197,108.303348
Quảng Nam,H. Thăng Bình,"Điện máy Xanh Đường Nguyễn Hoàng, TT. Hà Lam",15.742566,108.35875
Quảng Nam,Huyện Nam Trà My,Điện máy Xanh Xã Trà Mai,15.148154,108.12242
Quảng Nam,TX. Điện Bàn,"Điện máy Xanh Ngã ba Trần Nhân Tông và Tuệ Tĩnh, P. Vĩnh Điện",15.891529,108.24797
Quảng Nam,huyện Đại Lộc,"Điện máy Xanh Thôn Hà Nha, xã Đại Đồng",15.851035,108.0131129
Quảng Nam,H. Điện Bàn ,"Điện máy Xanh Quốc Lộ 1A, Thôn Bồ Mưng 2, X. Điện Thắng Bắc",15.943135,108.22218
Quảng Nam,huyện Điện Bàn,Điện máy Xanh Xã Điện Phước,15.885202,108.184555
Quảng Nam,Huyện Duy Xuyên,"Điện máy Xanh Thôn Hà Mỹ, Xã Duy Vinh",15.844873,108.3293739
Quảng Nam,huyện Nông Sơn,"Điện máy Xanh Thôn Trung Phước 3, xã Quế Trung",15.719382,108.059844
Quảng Nam,Thị xã Điện Bàn,Điện máy Xanh Phường Điện Dương,15.933,108.310161
Quảng Nam,H. Đại Lộc,"Điện máy Xanh Đường Nguyễn Tất Thành, TT. Ái Nghĩa",15.882951,108.11152
Quảng Nam,Huyện Duy Xuyên,"Điện máy Xanh Thửa đất số 121a, Tờ bản đồ số 5, Xã Duy Trung",15.821793,108.248731
Quảng Nam,Thành Phố Hội An,"Điện máy Xanh 16 Nguyễn Tất Thành, Khối Tân Hòa, Phường Tân An",15.886063,108.32159
Quảng Nam,Huyện Duy Xuyên,Điện máy Xanh Xã Duy Nghĩa,15.83869,108.277079
Quảng Nam,Huyện Đại Lộc,"Điện máy Xanh Thôn Tân An, xã Đại Lãnh",15.883077,108.112594
