id,address,district,province,longitude,latitude,zipcode
1218,Điện máy Xanh Xã Bá Hiến,huyện Bình Xuyên,Vĩnh Phúc,105.69036,21.31508,15000
1219,Điện máy Xanh Xã Bàu Cạn,Huyện Chư Prông,Gia Lai,107.941872,13.857516,61000
1220,Điện máy Xanh Xã Bình Hiệp,Thị xã Kiến Tường,Long An,105.93069,10.82173,82000
1221,Điện máy Xanh Xã Bình Hòa,Huyện Châu Thành,An Giang,105.343943,10.461182,90000
1222,Điện máy Xanh Xã Bình Lâm,huyện Hiệp Đức,Quảng Nam,108.221578,15.617824,51000
1223,Điện máy Xanh Xã Bưng Riềng,huyện Xuyên Mộc,Bà Rịa - Vũng Tàu,107.399721,10.535569,78000
1224,Điện máy Xanh Xã Cẩm Sơn,huyện Mỏ Cày Nam,Bến Tre,106.333738,10.128916,86000
1225,Điện máy Xanh Xã Cô Tô,Huyện Tri Tôn,An Giang,105.015987,10.364111,90000
1226,Điện máy Xanh Xã Đại Hiệp,Huyện Đại Lộc,Quảng Nam,108.12959,15.925344,51000
1227,Điện máy Xanh Xã Đại Minh,Huyện Đại Lộc,Quảng Nam,108.067194,15.84979,51000
1228,Điện máy Xanh Xã Điềm Thuỵ,huyện Phú Bình,Thái Nguyên,105.919505,21.472245,24000
1229,Điện máy Xanh Xã Điện Phước,huyện Điện Bàn,Quảng Nam,108.184555,15.885202,51000
1230,Điện máy Xanh Xã Đốc Binh Kiều,huyện Tháp Mười,Đồng Tháp,105.909278,10.517472,81000
1231,Điện máy Xanh Xã Đồng Kho,huyện Tánh Linh,Bình Thuận,107.724333,11.139167,77000
1232,Điện máy Xanh Xã Duy Nghĩa,Huyện Duy Xuyên,Quảng Nam,108.277079,15.83869,51000
1233,Điện máy Xanh Xã Ea Kiết,Huyện Cư M’gar,Đắk Lắk,108.02136,12.94108,63000
1234,Điện máy Xanh Xã Ea Rốk,huyện Ea Súp,Đắk Lắk,107.885521,13.068192,63000
1235,Điện máy Xanh Xã Ea Wy,huyện Ea H’leo,Đắk Lắk,108.211428,13.203091,63000
1236,Điện máy Xanh Xã Gia An,huyện Tánh Linh,Bình Thuận,107.6217152,11.1520116,77000
1237,Điện máy Xanh Xã Gia Hiệp,huyện Di Linh,Lâm Đồng,108.182139,11.627694,66000
1238,"Điện máy Xanh Xã Hiệp Thành, thị xã Bạc Liêu, tỉnh Bạc Liêu (Nay là phường Nhà Mát",thành phố Bạc Liêu,Bạc Liêu,105.72595,9.286002,97000
1239,Điện máy Xanh Xã Hòa Bình,Huyện Chợ Mới,An Giang,105.456945,10.391384,90000
1240,Điện máy Xanh Xã Hòa Hậu,Huyện Lý Nhân,Hà Nam,106.167283,20.474265,18000
1241,Điện máy Xanh Xã Hòa Hiệp,Huyện Xuyên Mộc,Bà Rịa - Vũng Tàu,107.50195,10.689982,78000
1242,Điện máy Xanh Xã Hòa Lạc,Huyện Phú Tân,An Giang,105.216616,10.666263,90000
1243,Điện máy Xanh Xã Hòa Sơn,Huyện Hòa Vang,Đà Nẵng,108.10711,16.06868,50000
1244,Điện máy Xanh Xã Hoàng Đan,huyện Tam Dương,Vĩnh Phúc,105.504367,21.333725,15000
1245,Điện máy Xanh Xã Hưng Đạo,Huyện Tứ Kỳ,Hải Dương,106.3746,20.85779,3000
1246,Điện máy Xanh Xã Hưng Điền B,huyện Tân Hưng,Long An,105.660107,10.835218,82000
1247,Điện máy Xanh Xã Kha Sơn,huyện Phú Bình,Thái Nguyên,105.98643,21.41766,24000
1248,Điện máy Xanh Xã Khánh Hưng,huyện Vĩnh Hưng,Long An,105.782643,10.891896,82000
1249,Điện máy Xanh Xã Lộc Thành,Huyện Bảo Lâm,Lâm Đồng,107.834376,11.449925,66000
1250,Điện máy Xanh Xã Long Giang,Huyện Chợ Mới,An Giang,105.4481811,10.4586818,90000
1251,Điện máy Xanh Xã Long Tân,huyện Đất Đỏ,Bà Rịa - Vũng Tàu,107.270413,10.48959,78000
1252,Điện máy Xanh Xã Lũng Hòa,Huyện Vĩnh Tường,Vĩnh Phúc,105.46624,21.279262,15000
1253,Điện máy Xanh Xã Lương An Trà,Huyện Tri Tôn,An Giang,104.902772,10.409582,90000
1254,Điện máy Xanh Xã Lương Quới,Huyện Giồng Trôm,Bến Tre,106.48029,10.198639,86000
1255,Điện máy Xanh Xã Lương Sơn,huyện Bắc Bình,Bình Thuận,108.364611,11.192637,77000
1256,Điện máy Xanh Xã Mê Pu,huyện Đức Linh,Bình Thuận,107.641226,11.2569,77000
1257,Điện máy Xanh Xã Mỹ Thạnh An,Thành phố Bến Tre,Bến Tre,106.3642564,10.2234201,86000
1258,Điện máy Xanh Xã Nghĩa Hoà,huyện Tư Nghĩa,Quảng Ngãi,108.87581,15.09744,53000
1259,Điện máy Xanh Xã Nguyên Giáp,huyện Tứ Kỳ,Hải Dương,106.491167,20.76067,3000
1260,Điện máy Xanh Xã Nguyệt Đức,huyện Yên Lạc,Vĩnh Phúc,105.61294,21.209069,15000
1261,Điện máy Xanh Xã Ninh Dân,huyện Thanh Ba,Phú Thọ,105.142364,21.496684,35000
1262,Điện máy Xanh Xã Phú Hưng,Huyện Phú Tân,An Giang,105.309944,10.592056,90000
1263,Điện máy Xanh Xã Phúc Trạch,huyện Bố Trạch,Quảng Bình,106.276741,17.646074,47000
1264,Điện máy Xanh Xã Phước Đông,huyện Cần Đước,Long An,106.623266,10.488099,82000
1265,Điện máy Xanh Xã phước Hòa,huyện Phú Giáo,Bình Dương,106.79457,11.294749,75000
1266,Điện máy Xanh Xã Phước Vân,Huyện Cần Đước,Long An,106.537796,10.590801,82000
1267,Điện máy Xanh Xã Quang Minh,huyện Bắc Quang,Hà Giang,104.805916,22.414438,20000
1268,Điện máy Xanh Xã Sơn Bình,huyện Châu Đức,Bà Rịa - Vũng Tàu,107.329306,10.647278,78000
1269,Điện máy Xanh Xã Sơn Đông,Tp Bến Tre,Bến Tre,106.359674,10.256435,86000
1270,Điện máy Xanh Xã Suối Nghệ,Huyện Châu Đức,Bà Rịa - Vũng Tàu,107.208632,10.589299,78000
1271,Điện máy Xanh Xã Tà Đảnh,huyện Tri Tôn,An Giang,105.110475,10.435467,90000
1272,Điện máy Xanh Xã Tam Hiệp,Huyện Phúc Thọ,Hà Nội,105.62302,21.0823,10000
1273,Điện máy Xanh Xã Tam Sơn (Nay là Thị trấn Tam Sơn),huyện Lập Thạch ( nay là Huyện Sông Lô ),Vĩnh Phúc,105.402019,21.417328,15000
1274,Điện máy Xanh Xã Tam Sơn (Nay là Thị trấn Tam Sơn),huyện Lập Thạch ( nay là Huyện Sông Lô ),Vĩnh Phúc,105.402019,21.417328,15000
1275,Điện máy Xanh Xã Tân Hòa,Huyện Phú Tân,An Giang,105.354478,10.597762,90000
1276,Điện máy Xanh Xã Tân Hương,Huyện Ninh Giang,Hải Dương,106.370456,20.7709691,3000
1277,Điện máy Xanh Xã Tân Mỹ,huyện Đức Hoà,Long An,106.364887,10.942597,82000
1278,Điện máy Xanh Xã Tân Quang,huyện Bắc Quang,Hà Giang,104.8748311,22.4925623,20000
1279,Điện máy Xanh Xã Tân Thắng,huyện Hàm Tân,Bình Thuận,107.63474,10.611195,77000
1280,Điện máy Xanh Xã Tân Thạnh,Thị xã Tân Châu,An Giang,105.1842494,10.8406608,90000
1281,Điện máy Xanh Xã Thạch Châu,Huyện Lộc Hà,Hà Tĩnh,105.895632,18.441378,45000
1282,Điện máy Xanh Xã Thanh Phú,Huyện Bến Lức,Long An,106.512167,10.666113,82000
1283,Điện máy Xanh Xã Thạnh Phước,Huyện Bình Đại,Bến Tre,106.695916,10.110858,86000
1284,Điện máy Xanh Xã Thanh Quang,huyện Nam Sách,Hải Dương,106.335192,20.986889,3000
1285,Điện máy Xanh Xã Thới Lai,huyện Bình Đại,Bến Tre,106.691314,10.188724,86000
1286,Điện máy Xanh Xã Tiên Thọ,huyện Tiên Phước,Quảng Nam,108.303348,15.490197,51000
1287,Điện máy Xanh Xã Tịnh Bắc,Huyện Sơn Tịnh,Quảng Ngãi,108.66683,15.17225,53000
1288,Điện máy Xanh Xã Trà Mai,Huyện Nam Trà My,Quảng Nam,108.12242,15.148154,51000
1289,Điện máy Xanh Xã Trung Môn,huyện Yên Sơn,Tuyên Quang,105.17228,21.8322163,22000
1290,Điện máy Xanh Xã Tú Sơn,Huyện Kim Bôi,Hòa Bình,105.534776,20.67297,36000
1291,Điện máy Xanh Xã Tứ Xã,huyện Lâm Thao,Phú Thọ,105.286394,21.318258,35000
1292,Điện máy Xanh Xã Vân Tùng,huyện Ngân Sơn,Bắc Kạn,105.99639,22.429783,23000
1293,Điện máy Xanh Xã Vĩnh Tân,Thị xã Tân Uyên,Bình Dương,106.704931,11.126108,75000
1294,Điện máy Xanh Xã Vĩnh Thới,huyện Lai Vung,Đồng Tháp,105.660602,10.28655,81000
1295,Điện máy Xanh Xã Yên Lãng,Huyện Đại Từ,Thái Nguyên,105.516462,21.686623,24000
1296,Điện máy Xanh Xã Yên Nam,huyện Duy Tiên,Hà Nam,105.9790808,20.6030443,18000
1297,"Điện máy Xanh Xóm 10, Thôn Bùi Xá, Xã Minh Lãng, Huyện Vũ Thư",Tỉnh Thái Bình,Thái Bình,106.290358,20.434184,6000
1298,"Điện máy Xanh Xóm 2, thôn Long Phú, xã Hòa Thạch",huyện Quốc Oai,Hà Nội,105.55371,20.944146,10000
1299,"Điện máy Xanh Xóm 2, thôn Quỳnh Đô, Xã Vĩnh Quỳnh",Huyện Thanh Trì,Hà Nội,105.83955,20.93802,10000
1300,"Điện máy Xanh Xóm 2, thôn Quỳnh Đô, Xã Vĩnh Quỳnh",Huyện Thanh Trì,Hà Nội,105.83955,20.93802,10000
1301,"Điện máy Xanh Xóm 3, thôn Hội Xá, xã Hương Sơn",huyện Mỹ Đức,Hà Nội,105.78448,20.616784,10000
1302,"Điện máy Xanh Xóm 5, Thị Trấn Thông Nông",Huyện Hà Quảng,Cao Bằng,105.9833134,22.7844367,21000
1303,"Điện máy Xanh Xóm 6, xã Phúc Lâm",huyện Mỹ Đức,Hà Nội,105.70691,20.808625,10000
1304,"Điện máy Xanh Xóm 8, Xã Kỳ Phong",Huyện Kỳ Anh,Hà Tĩnh,106.167802,18.197862,45000
1305,"Điện máy Xanh Xóm Cầu, Xã Hồng Minh",Huyện Phú Xuyên,Hà Nội,105.8230853,20.7931618,10000
1306,"Điện máy Xanh Xóm Đồng Xuân, Xã Tiên Phong, Thị xã Phổ Yên",Tỉnh Thái Nguyên,Thái Nguyên,105.883417,21.41307,24000
1307,Điện máy Xanh Xóm Giữa Non,xã Thanh Lưu,Hà Nam,105.9530795,20.4741544,18000
1308,"Điện máy Xanh Xóm Thành Tâm, xã Đồng Văn",Huyện Đồng Văn,Hà Giang,105.364295,23.277016,20000
1309,"Điện máy Xanh Xóm Trung Tâm, xã Minh Tiến",huyện Đại Từ,Thái Nguyên,105.640161,21.631935,24000
1310,"ĐT 741, Thị Trấn Tân Phú",Huyện Đồng Phú,Bình Phước,106.8692569,11.4461902,67000
1311,"ĐT427, X. Văn Bình, H. Thường Tín",TP. Hà Nội (cách Cầu Dừa 100m,Hà Nội,105.86817,20.87177,10000
1312,"Dự án The City Light (Tòa nhà Chung cư), P. Khai Quang",TP. Vĩnh Yên,Vĩnh Phúc,105.6227722,21.3155696,15000
1313,"Đường DT 746, KP. Long Bình, P. Khánh Bình",TX. Tân Uyên,Bình Dương,106.7528,11.049501,75000
1314,"Đường DT 835, Ấp 5, X. Phước Lợi",H. Bến Lức,Long An,106.5367428,10.6356516,82000
1315,"Đường DT 839, KP. 3, TT. Đông Thành",H. Đức Huệ,Long An,106.3082778,10.8987987,82000
1316,"Đường Hùng Vương, P.An Thạnh",Thị xã Hồng Ngự,Đồng Tháp,105.3414577,10.807954,81000
1317,"Đường Hùng Vương, TK 1, TT.Hoàn Lão",H.Bố Trạch,Quảng Bình,106.53672,17.580257,47000
1318,"Đường Kiêu Kỵ, Thôn Trung Dương, Xã Kiêu Kỵ",Huyện Gia Lâm,Hà Nội,105.96006,20.983438,10000
1319,"Đường Nguyễn Trung Trực, Khu Phố 3, TT. Thạnh Hóa",H. Thạnh Hóa,Long An,106.18183,10.658024,82000
1320,"Đường Phạm Hùng, P. Hòa Xuân",Q. Cẩm Lệ,Đà Nẵng,108.20813,15.982704,50000
1321,"Đường Quốc lộ 13, Ấp 5, TT. Tân Khai",H. Hớn Quản,Bình Phước,106.6160874,11.550891,67000
1322,"Đường Quốc lộ 2C, Phố Me, Thị Trấn Hợp Hòa",H.Tam Dương,Vĩnh Phúc,105.53991,21.381407,15000
1323,"Đường Tiểu La, Thị Trấn Hà Lam",Huyện Thăng Bình,Quảng Nam,108.35882,15.7422,51000
1324,"Đường Trần Nhân Tông, P. Vĩnh Điện",TT. Điện Bàn,Quảng Nam,108.2455015,15.894981,51000
1325,"Khối 3, TT. Xuân An",H. Nghi Xuân,Hà Tĩnh,105.71609,18.642077,45000
1326,"Khối Tân Thủy, Thị trấn Tuần Giáo, Huyện Tuần Giáo",Tỉnh Điện Biên,Điện Biên,103.4219493,21.5899057,32000
1327,"Khóm 1, TT. Lai Vung",H. Lai Vung,Đồng Tháp,105.65947,10.289137,81000
1329,"Khu 1, thị trấn Than Uyên",huyện Than Uyên,Lai Châu,103.88286,21.950425,30000
1330,"Khu 10, TT. Mường Tè",H. Mường Tè,Lai Châu,102.80206,22.383832,30000
1331,"Khu 13, xã Cổ Tiết",H. Tam Nông,Phú Thọ,105.25693,21.284011,35000
1332,"Khu 2, thị trấn Pác Miầu",H. Bảo Lâm,Cao Bằng,105.49343,22.830038,21000
1333,"Khu 2, thị trấn Thắng",huyện Hiệp Hoà,Bắc Giang,105.978537,21.356146,26000
1334,"Khu 3, Thị trấn Mãn Đức, Huyện Tân Lạc",Tỉnh Hòa Bình,Hòa Bình,105.278695,20.61484,36000
1335,"Khu 5, TT.Ái Nghĩa",H.Đại Lộc,Quảng Nam,108.12085,15.881821,51000
1336,"Khu 5, TT.Thắng",H.Hiệp Hòa,Bắc Giang,105.98311,21.357232,26000
1337,"Khu 6, thị trấn Diêm Điền",huyện Thái Thụy,Thái Bình,106.56739,20.560951,6000
1338,"Khu 8, Thị Trấn Hạ Hòa",Huyện Hạ Hòa,Phú Thọ,105.003467,21.561302,35000
1339,"Khu 9, TT. Sông Thao",H. Cẩm Khê,Phú Thọ,105.13281,21.42205,35000
1340,"Khu Bắc Ka Long, P. Ninh Dương",Tp. Móng Cái,Quảng Ninh,107.95148,21.534673,1000
1341,"Khu Đường Nam, TT. Phong Châu",H. Phù Ninh,Phú Thọ,105.3133,21.407194,35000
1342,"Khu Lê Lợi, TT.Chũ",H.Lục Ngạn,Bắc Giang,106.56685,21.372428,26000
1343,"Khu nhà ở Dabaco, Đường Âu Cơ, Thị Trấn Hồ",H.Thuận Thành,Bắc Ninh,106.08729,21.053836,16000
1344,"Khu Nhân Cầu 2, TT. Hưng Hà",H. Hưng Hà,Thái Bình,106.22492,20.589772,6000
1345,"Khu phố 1, Thị Trấn Hương Canh",Huyện Bình Xuyên,Vĩnh Phúc,105.647358,21.277759,15000
1346,"Khu phố 2, TT. Ba Tri",H. Ba Tri,Bến Tre,106.587858,10.045597,86000
1347,"Khu phố 2, TT.Cần Giuộc",H.Cần Giuộc,Long An,106.67123,10.607026,82000
1348,"Khu phố 6, TT. Yên Thế",H. Lục Yên,Yên Bái,104.76855,22.112535,33000
1349,"Khu phố Tân Bình, thị trấn Tân Trụ",huyện Tân trụ,Long An,106.518873,10.519226,82000
1350,"Khu phố Xuân Mai, Thị Trấn Xuân Mai",Huyện Chương Mỹ,Hà Nội,105.57914,20.902432,10000
1351,"Khu Phố, TT. Thanh Thuỷ",H. Thanh Thuỷ,Phú Thọ,105.28429,21.174378,35000
1352,"Khu Phố, xã Sơn Thịnh",H. Văn Chấn,Yên Bái,104.59503,21.562726,33000
1353,"Khu Tân An 4, TT. Yên Lập",H. Yên Lập,Phú Thọ,105.05839,21.351235,35000
1354,"khu Tân Thành, Thị Trấn Đoan Hùng",Huyện Đoan Hùng,Phú Thọ,105.18438,21.625201,35000
1355,"Khu Trạo Hà, P. Đức Chính",thị xã Đông Triều,Quảng Ninh,106.51751,21.078839,1000
1356,"Khu TTTM Co.op Mart Đồng Xoài, đường Phú Riềng Đỏ, P.Tân Bình",TX.Đồng Xoài,Bình Phước,106.89771,11.532629,67000
1357,"Khu Vĩnh Thông,TT.Mạo Khê",H.Đông Triều,Quảng Ninh,106.59815,21.056663,1000
1358,"Lô CC1, Khu TMDV và Tái định cư Mỹ Phước, P. Mỹ Phước",TX. Bến Cát,Bình Dương,106.60601,11.130159,75000
1359,"Ngã 3 đường mới, xóm Chùa, thôn Tự Khoát, xã Ngũ Hiệp",huyện Thanh Trì,Hà Nội,105.8553,20.924279,10000
1360,"Ngã 3 Tân Đức, Tỉnh Lộ 10",H.Đức Hòa,Long An,106.4753348,10.8114765,82000
1361,"Ngã 6 phố Lý Công Uẩn, P. Kim Tân",TP. Lào Cai,Lào Cai,103.97475,22.480542,31000
1362,"Nguyễn Hữu Cảnh, ấp Long Hòa, TT. Chợ Mới",H. Chợ Mới,An Giang,105.40352,10.547546,90000
1363,"Nguyễn Sinh Sắc, Phường 01",TP. Sa Đéc,Đồng Tháp,105.75785,10.290427,81000
1364,"Phố Chợ 1, Thị trấn Hùng Sơn",Huyện Đại Từ,Thái Nguyên,105.64113,21.631161,24000
1365,"Phố Chờ, TT.Chờ",H.Yên Phong,Bắc Ninh,105.95568,21.193943,16000
1366,"Phố Hòa Nam, TT. Quảng Uyên",H. Quảng Uyên,Cao Bằng,106.44272,22.689502,21000
1367,"Phố Mới, TT. Thổ Tang",H. Vĩnh Tường,Vĩnh Phúc,105.48956,21.259997,15000
1368,"Phố Nỉ, xã Trung Giã",H. Sóc Sơn,Hà Nội,105.86714,21.311684,10000
1369,"Phố Tân Hoà, TT. Nhã Nam",H. Tân Yên,Bắc Giang,106.09789,21.442983,26000
1370,"Phố Thanh Xuân, TT.Đồi Ngô",H.Lục Nam,Bắc Giang,106.38337,21.301393,26000
1371,Phường 11,TP. Cao Lãnh,Đồng Tháp,105.58007,10.486331,81000
1372,Phường Bảo An,TP. Phan Rang – Tháp Chàm,Ninh Thuận,108.9506605,11.5941,59000
1373,Phường Chăm Mát,Tp. Hòa Bình,Hòa Bình,105.34158,20.791052,36000
1374,"QL 50, KP. Kim Diền, TT. Cần Giuộc",H. Cần Giuộc,Long An,106.6640272,10.6245732,82000
1375,"Quốc lộ 03, tổ 16, TT. Đông Anh",H. Đông Anh,Hà Nội,105.8466,21.163336,10000
1376,"Quốc lộ 18, tổ 4, khu 7, P. Hồng Hà, TP. Hạ Long",T. Quảng Ninh (ngã 3 Cầu Trắng,Quảng Ninh,107.13408,20.951146,1000
1377,"Quốc Lộ 1A, P.Hai Bà Trưng",TP.Phủ Lý,Hà Nam,105.91248,20.537738,18000
1378,"Quốc Lộ 26 ,Tổ dân phố 2, thị trấn M'đrăk ",huyện M'đrăk ,Đắk Lắk,108.73834,12.753378,63000
1379,"Quốc Lộ 279 bản Lâm Sản, xã Bảo Hà",H. Bảo Yên,Lào Cai,104.35376,22.173583,31000
1380,"Quốc Lộ 50, TT.Cần Đước",H.Cần Đước,Long An,106.60485,10.504593,82000
1381,"Quốc Lộ 51, ấp Thị Vải, xã Mỹ Xuân",huyện Tân Thành,Bà Rịa - Vũng Tàu,107.054752,10.623574,78000
1382,"Quốc Lộ 91, ấp Bình Hòa, TT.Cái Dầu",H.Châu Phú,An Giang,105.24335,10.568969,90000
1383,"Số 01 Hoàng Diệu, P. Nam Lý",Tp. Đồng Hới,Quảng Bình,106.59817,17.465926,47000
1384,"Số 02, đường Hoàng Văn Thái, tổ 15, P. Trần Lãm",TP.Thái Bình,Thái Bình,106.35637,20.441336,6000
1385,"Số 03, quốc lộ 1A, TT.Hòa Bình",H.Hòa Bình,Bạc Liêu,105.62593,9.279627,97000
1386,"Số 041, đường Phai Khắt Nà Ngần, P.Sông Hiến",TP.Cao Bằng,Cao Bằng,106.25396,22.666537,21000
1387,"Số 09 Đường Giải Phóng, phường Đồng Tâm",Hai Bà Trưng,Hà Nội,105.84154,21.004988,10000
1388,"Số 1 - 3, Tổ 9, P. Xuân Khanh",TX. Sơn Tây,Hà Nội,105.44606,21.109467,10000
1389,"Số 1 đường Trần Hưng Đạo, khóm Long Thạnh A, thành phố Tân Châu",thị xã Tân Châu,An Giang,105.25238,10.798349,90000
1390,"số 1 Kim Đồng, Phường Hợp Giang",TP.Cao Bằng,Cao Bằng,106.2611764,22.6655414,21000
1391,"Số 1 Mê Linh, Phường Liên Bảo",Thành phố Vĩnh Yên,Vĩnh Phúc,105.597866,21.313646,15000
1392,"Số 1 Phố Chùa Hà, Xã Định Trung",TP.Vĩnh Yên,Vĩnh Phúc,105.59874,21.321766,15000
1393,"Số 1 Quang Trung, Tố 1, P.Quang Trung",TP.Thái Bình,Thái Bình,106.3375242,20.4441404,6000
1394,"Số 1 Xuân Đỉnh, P.Đông Xuân Tảo",Q.Bắc Từ Liêm,Hà Nội,105.80211,21.069233,10000
1395,"Số 1, đường Lê Duẩn, P. Điện Biên",Q. Ba Đình,Hà Nội,105.84168,21.029269,10000
1396,"Số 1, đường Lê Duẩn, P. Điện Biên",Q. Ba Đình,Hà Nội,105.84168,21.029269,10000
1397,"Số 1, Đường Trần Phú, P.Trần Phú",TP.Móng Cái,Quảng Ninh,107.97197,21.532592,1000
1398,"Số 1, ngõ 168 phố Hào Nam, P. Ô Chợ Dừa",Q. Đống Đa,Hà Nội,105.82799,21.026738,10000
1399,"Số 1, ngõ 168 phố Hào Nam, P. Ô Chợ Dừa",Q. Đống Đa,Hà Nội,105.82799,21.026738,10000
1400,"Số 1, phố Huyện, TT. Quốc Oai",H. Quốc Oai,Hà Nội,105.64248,20.991845,10000
1401,"Số 1, phố Quán Gánh, xã Nhị Khê",H. Thường Tín,Hà Nội,105.85567,20.894401,10000
1402,"Số 100 đường Bình Đường , P. An Bình",Tx. Dĩ An,Bình Dương,106.75578,10.870104,75000
1403,"Số 100 phố Đội Cấn, P.Đội Cấn",Q.Ba Đình,Hà Nội,105.82859,21.034553,10000
1404,"Số 101, Đường Cách Mạng Tháng Tám, Tổ 10, Phường Thắng Lợi, Thành phố Sông Công",Tỉnh Thái Nguyên,Thái Nguyên,105.84249,21.471314,24000
1405,"Số 103, đường Ngô Xuân Quảng, TT. Trâu Quỳ",H. Gia Lâm,Hà Nội,105.93713,21.018263,10000
1406,"Số 104 đường Bình Sơn, TT. Chúc Sơn",H. Chương Mỹ,Hà Nội,105.70199,20.917898,10000
1407,"Số 104 đường Bình Sơn, TT. Chúc Sơn",H. Chương Mỹ,Hà Nội,105.70199,20.917898,10000
1408,"Số 105B, Đường Thống Nhất",P Tân Tập,Thái Nguyên,105.82944,21.575415,24000
1409,"Số 108 Lạc Long Quân, P.Trần Quang Diệu",TP.Quy Nhơn,Bình Định,109.1474962,13.7950311,55000
1410,"Số 109 - 111 Phố Ga, Thôn Đỗ Xá, Xã Vạn Điểm",Huyện Thường Tín,Hà Nội,105.90144,20.771563,10000
1411,"Số 11, đường 6 tháng 1, P.Long Thủy",thị xã Phước Long,Bình Phước,106.9941,11.840917,67000
1412,"Số 111 Xuân Diệu, phường Quảng An",quận Tây Hồ,Hà Nội,105.82609,21.068461,10000
1413,"Số 111, đường Nguyễn Trung Trực, khóm 1, P. 1",TP. Tân An,Long An,106.41329,10.537495,82000
1414,"Số 1126B, đường DT 747, P. Thái Hòa",thị xã Tân Uyên,Bình Dương,106.75468,10.976528,75000
1415,"Số 113 Nguyễn Huệ, KP Phú Trung, Phường Phú Thịnh",Thị Xã Bình Long,Bình Phước,106.60764,11.649765,67000
1416,"Số 115 - 117 Trần Hưng Đạo, thị trấn Vĩnh Trụ",huyện Lý Nhân,Hà Nam,106.03166,20.559868,18000
1417,"Số 116, Đường 3 tháng 2",P.5,Lâm Đồng,108.431559,11.940849,66000
1418,"Số 120 đường Lê Lợi, P. Lê Lợi",Tp. Quy Nhơn,Bình Định,109.23217,13.774618,55000
1419,"Số 123 Lô M, khu dân cư Thương mại Uyên Hưng, phường Uyên Hưng",thị xã Tân Uyên,Bình Dương,106.79723,11.061523,75000
1420,"Số 124 Phố Xốm, Phường Phú Lãm",Q. Hà Đông,Hà Nội,105.75651,20.943582,10000
1421,"Số 127 Đường 19/5, Khóm 1, Phường 1",TX. Duyên Hải,Trà Vinh,106.4945119,9.635317,87000
1422,"Số 1-3 đường Hùng Vương, tổ dân phố 2, P.Ngô Quyền",Tp.Bắc Giang,Bắc Giang,106.19784,21.281967,26000
1423,"Số 13-15 phố Lê Lợi, P.Quảng Yên",TX.Quảng Yên,Quảng Ninh,106.8016,20.938574,1000
1424,"Số 134, Phố Phùng Khắc Khoan, P.Quang Trung",TX.Sơn Tây,Hà Nội,105.51109,21.132733,10000
1425,"Số 136 Trường Chinh, P.Đồng Xuân",TX.Phúc Yên,Vĩnh Phúc,105.72977,21.277999,15000
1426,"Số 136 Trường Chinh, P.Đồng Xuân",TX.Phúc Yên,Vĩnh Phúc,105.72977,21.277999,15000
1427,"Số 1375 đường Giải Phóng, P. Hoàng Liệt",Q. Hoàng Mai,Hà Nội,105.84206,20.96685,10000
1428,"Số 138-140, Tổ dân phố 2, TT.Kim Bài",H.Thanh Oai,Hà Nội,105.76816,20.854137,10000
1429,"Số 1462, Đại lộ Hùng Vương, P. Tiên Cát",TP. Việt Trì,Phú Thọ,105.3949,21.313567,35000
1430,"Số 15 – 17, Ngõ 626 Đường Bưởi, P. Cống Vi",Q. Ba Đình,Hà Nội,105.8064042,21.0470909,10000
1431,"Số 151 đường Quang Trung, TT. Bồng Sơn",H. Hoài Nhơn,Bình Định,109.01729,14.432952,55000
1432,"Số 153 Tôn Đức Thắng, P. Phú Thủy",Phan Thiết,Bình Thuận,108.11103,10.933036,77000
1433,"Số 154, Tổ 6, Khu 7, Huỳnh Văn Lũy, P.Phú Lợi",TP.Thủ Dầu Một,Bình Dương,106.6739,10.990754,75000
1434,"Số 156, Đường ĐT 747, Tổ 4, Ấp 1, X. Hội Nghĩa",TX. Tân Uyên,Bình Dương,106.76706,11.100311,75000
1435,"Số 159, Đường Hùng Vương, Tổ 02, TT. Buôn Trấp",H. Krông Ana,Đắk Lắk,108.0305051,12.4856734,63000
1436,"Số 159-161, Đường 825, Ô 6, Khu B, TT.Hậu Nghĩa",H.Đức Hòa,Long An,106.39291,10.894538,82000
1437,"Số 16 Lê Hồng Phong, phường Tân Tiến",thành phố Buôn Ma Thuột,Đắk Lắk,108.0393,12.678988,63000
1438,"Số 160 Trần Phú, P.Bình Định",TX.An Nhơn,Bình Định,109.11293,13.888287,55000
1439,"Số 161A-163-163A Phú Lợi, P. Phú Lợi",TP. Thủ Dầu Một,Bình Dương,106.67269,10.982418,75000
1440,"Số 163, quốc lộ 62, P. 06",TP. Tân An,Long An,106.39507,10.543648,82000
1441,"Số 163, quốc lộ 62, P. 06",TP. Tân An,Long An,106.39507,10.543648,82000
1442,"Số 17, phố Trần Phú, P.Đông Ngàn",TX.Từ Sơn,Bắc Ninh,105.9637,21.119816,16000
1443,"Số 171 Đinh Tiên Hoàng, P. Trần Hưng Đạo",TP. Phủ Lý,Hà Nam,105.91761,20.531911,18000
1444,"Số 18 đường Phan Chu Trinh, P. 09",TP. Đà Lạt,Lâm Đồng,108.46489,11.949946,66000
1445,"Số 18 Đường Sơn Đông, Khu Sơn Đông, Phường Nam Sơn, Thành phố Bắc Ninh",Tỉnh Bắc Ninh,Bắc Ninh,106.1144656,21.149031,16000
